Time,Distance,RPM
39.600,1.687,5610.899902
39.700,1.693,5611.549805
39.800,1.699,5624.899902
39.900,1.705,5650.450195
40.000,1.711,5669.100098
40.100,1.717,5658.899902
40.200,1.723,5688.350098
40.300,1.729,5694.649902
40.400,1.736,5693.250000
40.500,1.742,5720.899902
40.600,1.748,5734.899902
40.700,1.754,5744.000000
40.800,1.760,5746.520020
40.900,1.766,5769.000000
41.000,1.773,5790.560059
41.100,1.779,5779.919922
41.200,1.785,5796.520020
41.300,1.791,5811.439941
41.400,1.798,5824.600098
41.500,1.804,5833.359863
41.600,1.810,5853.040039
41.700,1.816,5840.439941
41.800,1.823,5859.000000
41.900,1.829,5864.399902
42.000,1.835,5876.520020
42.100,1.842,5886.399902
42.200,1.848,5901.399902
42.300,1.854,5960.319824
42.400,1.861,5990.399902
42.500,1.867,5901.680176
42.600,1.874,5936.799805
42.700,1.880,5958.520020
42.800,1.886,5968.399902
42.900,1.893,5989.160156
43.000,1.899,5987.040039
43.100,1.906,5981.120117
43.200,1.912,6020.560059
43.300,1.919,5986.000000
43.400,1.925,6016.600098
43.500,1.932,6021.319824
43.600,1.938,5957.479980
43.700,1.945,5844.759766
43.800,1.951,5419.040039
43.900,1.958,5162.120117
44.000,1.964,5146.720215
44.100,1.971,5102.160156
44.200,1.977,5057.040039
44.300,1.984,4863.080078
44.400,1.990,4809.080078
44.500,1.996,4991.959961
44.600,2.003,4785.120117
44.700,2.009,4519.040039
44.800,2.015,4326.600098
44.900,2.020,4475.839844
45.000,2.026,5090.669922
45.100,2.032,5347.560059
45.200,2.037,5115.850098
45.300,2.043,5050.080078
45.400,2.048,4996.709961
45.500,2.053,5211.229980
45.600,2.058,5727.899902
45.700,2.063,5796.049805
45.800,2.068,5769.290039
45.900,2.073,5611.819824
46.000,2.078,5463.040039
46.100,2.082,5299.069824
46.200,2.087,5181.950195
46.300,2.091,5052.100098
46.400,2.096,4959.529785
46.500,2.100,4825.939941
46.600,2.104,4706.069824
46.700,2.108,4624.839844
46.800,2.112,4498.379883
46.900,2.116,4345.640137
47.000,2.119,4288.779785
47.100,2.123,4199.799805
47.200,2.127,4147.200195
47.300,2.130,4131.620117
47.400,2.133,4125.060059
47.500,2.137,4066.389893
47.600,2.140,4029.300049
47.700,2.143,4007.830078
47.800,2.146,3964.610107
47.900,2.149,3924.270020
48.000,2.152,3895.270020
48.100,2.155,3865.159912
48.200,2.158,3837.969971
48.300,2.161,3830.810059
